Time (s);T1;T2
458820;37.4;39.875
458910;37.5;39.9375
459000;37.6;40
459090;37.6;40.0625
459180;37.7;40.0625
459270;37.7;40.125
459360;37.6;40.1875
459450;37.7;40.1875
459540;37.7;40.125
459630;37.7;40.125
459720;37.7;40.125
459810;37.6;40.0625
459900;37.6;40.0625
459990;37.7;40.0625
460080;37.6;40
460170;37.5;39.9375
460260;37.5;39.875
460350;37.4;39.875
460440;37.4;39.8125
460530;37.4;39.75
460620;37.4;39.75
460710;37.4;39.625
460800;37.3;39.625
460890;37.2;39.6875
460980;37.2;39.6875
461070;37.4;39.75
461160;37.4;39.75
461250;37.6;39.6875
461340;37.7;39.75
461430;37.8;39.8125
461520;37.9;39.9375
461610;37.9;39.9375
461700;37.9;39.9375
461790;37.9;39.8125
461880;37.9;39.6875
461970;37.9;39.6875
462060;37.9;39.625
462150;37.8;39.5625
462240;37.7;39.5625
462330;37.6;39.5
462420;37.5;39.5
462510;37.4;39.5625
462600;37.4;39.5625
462690;37.4;39.5
462780;37.3;39.5
462870;37.2;39.5625
462960;37.3;39.5625
463050;37.3;39.5625
463140;37.3;39.625
463230;37.4;39.6875
463320;37.6;39.75
463410;37.6;39.8125
463500;37.7;39.875
463590;37.8;39.9375
463680;37.8;40
463770;37.8;40
463860;37.8;40.0625
463950;37.7;40.0625
464040;37.6;40
464130;37.6;40.0625
464220;37.6;40.0625
464310;37.6;40
464400;37.6;40
464490;37.5;39.9375
464580;37.5;39.9375
464670;37.4;39.875
464760;37.4;39.875
464850;37.4;39.8125
464940;37.4;39.75
465030;37.3;39.625
465120;37.3;39.625
465210;37.2;39.5625
465300;37.2;39.5
465390;37.1;39.5
465480;37.1;39.5
465570;37.1;39.5625
465660;37.1;39.625
465750;37.2;39.625
465840;37.2;39.625
465930;37.2;39.6875
466020;37.3;39.75
466110;37.4;39.8125
466200;37.4;39.875
466290;37.4;39.9375
466380;37.5;39.9375
466470;37.5;40
466560;37.5;40
466650;37.4;40
466740;37.4;40
466830;37.4;39.9375
466920;37.4;39.9375
467010;37.5;39.875
467100;37.4;39.875
467190;37.4;39.8125
467280;37.4;39.75
467370;37.3;39.75
467460;37.2;39.625
467550;37.1;39.625
467640;37.1;39.5625
467730;37.1;39.5
467820;37;39.5
467910;37.1;39.5
468000;37;39.4375
468090;37;39.4375
468180;36.9;39.4375
468270;36.9;39.4375
468360;37;39.5
468450;37;39.5
468540;37.1;39.5625
468630;37.1;39.625
468720;37.2;39.6875
468810;37.3;39.75
468900;37.4;39.75
468990;37.4;39.8125
469080;37.4;39.8125
469170;37.4;39.875
469260;37.5;39.8125
469350;37.5;39.8125
469440;37.4;39.875
469530;37.4;39.8125
469620;37.4;39.75
469710;37.3;39.75
469800;37.2;39.6875
469890;37.2;39.625
469980;37.1;39.625
470070;37.1;39.5625
470160;37;39.5
470250;37;39.4375
470340;37;39.4375
470430;36.9;39.4375
470520;36.9;39.375
470610;36.9;39.375
470700;36.9;39.375
470790;36.9;39.375
470880;36.9;39.375
470970;36.9;39.4375
471060;37;39.4375
471150;37.1;39.5
471240;37.1;39.5
471330;37.2;39.625
471420;37.2;39.625
471510;37.2;39.625
471600;37.2;39.625
471690;37.1;39.625
471780;37.1;39.5625
471870;37.2;39.5625
471960;37.1;39.5625
472050;37.1;39.5
472140;37.1;39.5
472230;37.1;39.4375
472320;36.9;39.375
472410;36.9;39.3125
472500;36.9;39.3125
472590;36.8;39.25
472680;36.8;39.1875
472770;36.8;39.125
472860;36.7;39.125
472950;36.7;39.125
473040;36.7;39.125
473130;36.7;39.0625
473220;36.7;39.0625
473310;36.6;39.0625
473400;36.6;39.125
473490;36.6;39.125
473580;36.6;39.1875
473670;36.7;39.25
473760;36.9;39.3125
473850;37;39.4375
473940;37.1;39.4375
474030;37.1;39.5
474120;37.2;39.5625
474210;37.3;39.5625
474300;37.2;39.625
474390;37.2;39.6875
474480;37.3;39.6875
474570;37.3;39.6875
474660;37.3;39.625
474750;37.2;39.625
474840;37.2;39.5625
474930;37.2;39.5
475020;37.1;39.5
475110;37.1;39.4375
475200;37.1;39.4375
475290;36.9;39.375
475380;36.9;39.3125
475470;36.9;39.3125
475560;36.8;39.1875
475650;36.8;39.1875
475740;36.8;39.1875
475830;36.8;39.1875
475920;36.7;39.125
476010;36.6;39.125
476100;36.6;39.1875
476190;36.6;39.25
476280;36.7;39.3125
476370;36.8;39.3125
476460;36.9;39.375
476550;37;39.4375
476640;37.1;39.5
476730;37.1;39.5
476820;37.2;39.5625
476910;37.2;39.625
477000;37.2;39.625
477090;37.2;39.6875
477180;37.2;39.6875
477270;37.2;39.6875
477360;37.2;39.625
477450;37.3;39.625
477540;37.3;39.625
477630;37.2;39.625
477720;37.2;39.5625
477810;37.1;39.5
477900;37;39.4375
477990;37;39.375
478080;36.9;39.3125
478170;36.8;39.3125
478260;36.9;39.25
478350;36.8;39.1875
478440;36.8;39.1875
478530;36.8;39.1875
478620;36.8;39.125
478710;36.8;39.125
478800;36.7;39.1875
478890;36.6;39.1875
478980;36.7;39.3125
479070;36.8;39.3125
479160;36.9;39.3125
479250;37;39.4375
479340;37;39.4375
479430;37.1;39.5625
479520;37.1;39.625
479610;37.2;39.625
479700;37.2;39.625
479790;37.2;39.6875
479880;37.2;39.6875
479970;37.2;39.625
480060;37.3;39.6875
480150;37.2;39.6875
480240;37.2;39.6875
480330;37.2;39.625
480420;37.1;39.5625
480510;37.1;39.5
480600;37.1;39.4375
480690;36.9;39.375
480780;36.9;39.375
480870;36.9;39.3125
480960;36.8;39.25
481050;36.8;39.1875
481140;36.8;39.1875
481230;36.8;39.1875
481320;36.8;39.125
481410;36.7;39.125
481500;36.6;39.125
481590;36.6;39.1875
481680;36.7;39.1875
481770;36.8;39.25
481860;36.8;39.25
481950;36.9;39.3125
482040;36.9;39.375
482130;37;39.4375
482220;37.1;39.5
482310;37;39.5
482400;37.1;39.5625
482490;37.1;39.5625
482580;37.1;39.5625
482670;37;39.5625
482760;37.1;39.5625
482850;37;39.5625
482940;37;39.5625
483030;36.9;39.5
483120;36.9;39.5
483210;36.9;39.4375
483300;36.9;39.375
483390;36.9;39.375
483480;36.8;39.3125
483570;36.8;39.1875
483660;36.8;39.1875
483750;36.8;39.1875
483840;36.8;39.125
483930;36.8;39.0625
484020;36.7;39.0625
484110;36.6;39.125
484200;36.7;39.1875
484290;36.8;39.25
484380;36.8;39.25
484470;36.9;39.3125
484560;36.9;39.375
484650;37;39.4375
484740;37.1;39.5
484830;37.1;39.625
484920;37.1;39.5625
485010;37.2;39.625
485100;37.2;39.625
485190;37.2;39.625
485280;37.2;39.625
485370;37.2;39.625
485460;37.2;39.625
485550;37.2;39.5625
485640;37.1;39.5625
485730;37.1;39.5625
485820;37.1;39.5
485910;36.9;39.4375
486000;36.9;39.375
486090;36.9;39.3125
486180;36.8;39.25
486270;36.8;39.1875
486360;36.8;39.1875
486450;36.8;39.1875
486540;36.8;39.125
486630;36.8;39.125
486720;36.8;39.125
486810;36.7;39.125
486900;36.7;39.25
486990;36.7;39.3125
487080;36.8;39.3125
487170;36.9;39.375
487260;36.9;39.375
487350;37;39.4375
487440;37.1;39.5
487530;37.1;39.5625
487620;37.1;39.5625
487710;37.1;39.5625
487800;37.2;39.625
487890;37.2;39.625
487980;37.2;39.625
488070;37.2;39.5625
488160;37.2;39.5625
488250;37.2;39.5
488340;37.1;39.5
488430;37.1;39.5
488520;37;39.4375
488610;36.9;39.3125
488700;36.9;39.3125
488790;36.9;39.25
488880;36.8;39.125
488970;36.8;39.125
489060;36.8;39.125
489150;36.8;39.125
489240;36.8;39.0625
489330;36.6;39.0625
489420;36.6;39.125
489510;36.6;39.1875
489600;36.7;39.25
489690;36.8;39.25
489780;36.8;39.25
489870;36.9;39.3125
489960;36.9;39.4375
490050;37;39.4375
490140;37.1;39.5
490230;37.1;39.5
490320;37.1;39.5
490410;37.2;39.5625
490500;37.2;39.5625
490590;37.2;39.5625
490680;37.1;39.625
490770;37.2;39.5625
490860;37.1;39.5625
490950;37.1;39.5
491040;37.1;39.4375
491130;37;39.4375
491220;36.9;39.375
491310;36.9;39.375
491400;36.9;39.25
491490;36.8;39.1875
491580;36.8;39.125
491670;36.8;39.125
491760;36.7;39.125
491850;36.7;39.0625
491940;36.7;39.0625
492030;36.6;39.0625
492120;36.6;39.125
492210;36.6;39.1875
492300;36.7;39.1875
492390;36.8;39.25
492480;36.8;39.25
492570;36.8;39.3125
492660;36.9;39.375
492750;36.9;39.375
492840;37;39.375
492930;37;39.375
493020;37;39.4375
493110;37;39.375
493200;36.9;39.375
493290;36.9;39.4375
493380;36.9;39.4375
493470;36.9;39.4375
493560;36.9;39.375
493650;36.9;39.375
493740;36.9;39.3125
493830;36.8;39.25
493920;36.8;39.1875
494010;36.8;39.0625
494100;36.7;39
494190;36.7;39
494280;36.8;39.0625
494370;36.6;38.9375
494460;36.6;38.75
494550;36.5;38.6875
494640;36.5;38.625
494730;36.6;38.625
494820;36.6;38.6875
494910;36.7;38.8125
495000;36.6;38.875
495090;36.8;38.875
495180;36.9;38.9375
495270;37.1;39.0625
495360;37.2;39.125
495450;37.3;39.1875
495540;37.3;39.25
495630;37.4;39.3125
495720;37.4;39.3125
495810;37.5;39.375
495900;37.4;39.375
495990;37.4;39.375
496080;37.4;39.3125
496170;37.3;39.375
496260;37.3;39.375
496350;37.2;39.3125
496440;37.1;39.3125
496530;37.1;39.3125
496620;37;39.25
496710;36.9;39.25
496800;36.9;39.25
496890;36.8;39.1875
496980;36.8;39.125
497070;36.8;39.0625
497160;36.7;39.0625
497250;36.7;39.0625
497340;36.7;39
497430;36.7;38.9375
497520;36.6;38.9375
497610;36.6;39
497700;36.6;39.0625
497790;36.7;39.125
497880;36.8;39.125
497970;36.8;39.1875
498060;36.8;39.25
498150;36.9;39.3125
498240;36.9;39.375
498330;37.1;39.4375
498420;37.2;39.4375
498510;37.2;39.5
498600;37.2;39.5
498690;37.1;39.5
498780;37.1;39.5
498870;37.1;39.5
498960;37;39.5
499050;37;39.4375
499140;36.9;39.4375
499230;36.9;39.375
499320;37;39.375
499410;36.9;39.3125
499500;36.9;39.25
499590;36.8;39.25
499680;36.8;39.1875
499770;36.8;39.1875
499860;36.8;39.125
499950;36.7;39.125
500040;36.6;39.125
500130;36.6;39.125
500220;36.6;39.1875
500310;36.7;39.25
500400;36.7;39.25
500490;36.8;39.25
500580;36.8;39.3125
500670;36.9;39.375
500760;36.9;39.4375
500850;37;39.5
500940;37.1;39.5
501030;37.1;39.5625
501120;37.1;39.5625
501210;37.1;39.5
501300;37.1;39.5
501390;37.1;39.5
501480;36.9;39.5
501570;36.9;39.5
501660;36.9;39.4375
501750;36.9;39.375
501840;36.9;39.3125
501930;36.9;39.3125
502020;36.8;39.25
502110;36.8;39.1875
502200;36.8;39.125
502290;36.8;39.125
502380;36.7;39.0625
502470;36.6;39.0625
502560;36.6;39.0625
502650;36.5;39.0625
502740;36.5;39.125
502830;36.6;39.1875
502920;36.7;39.1875
503010;36.8;39.1875
503100;36.8;39.25
503190;36.9;39.375
503280;36.9;39.4375
503370;37;39.5
503460;37.1;39.5
503550;37.1;39.5625
503640;37.1;39.5625
503730;37.1;39.625
503820;37.1;39.625
503910;37.2;39.625
504000;37.1;39.5625
504090;37.1;39.5625
504180;37.1;39.5
504270;37;39.5
504360;37.1;39.4375
504450;37;39.375
504540;36.9;39.375
504630;36.8;39.3125
504720;36.8;39.25
504810;36.8;39.1875
504900;36.8;39.1875
504990;36.7;39.125
505080;36.7;39.125
505170;36.6;39.125
505260;36.6;39.125
505350;36.6;39.1875
505440;36.7;39.25
505530;36.8;39.25
505620;36.9;39.3125
505710;36.9;39.375
505800;37;39.4375
505890;36.9;39.5
505980;37;39.5625
506070;37.1;39.5625
506160;37.1;39.625
506250;37.1;39.625
506340;37.1;39.625
506430;37.1;39.625
506520;37.1;39.625
506610;37.1;39.5625
506700;37.1;39.5625
506790;37;39.4375
506880;37;39.3125
506970;37;39.25
507060;36.9;39.1875
507150;36.8;39.125
507240;36.8;39.0625
507330;36.9;39.0625
507420;36.8;39.0625
507510;36.8;39
507600;36.7;38.9375
507690;36.6;38.875
507780;36.6;38.8125
507870;36.6;38.8125
507960;36.6;38.875
508050;36.7;39
508140;36.8;39
508230;37;39.125
508320;37.1;39.125
508410;37.3;39.25
508500;37.4;39.3125
508590;37.5;39.3125
508680;37.5;39.375
508770;37.6;39.375
508860;37.6;39.375
508950;37.5;39.375
509040;37.5;39.375
509130;37.5;39.3125
509220;37.4;39.3125
509310;37.4;39.3125
509400;37.2;39.3125
509490;37.2;39.3125
509580;37.1;39.25
509670;37;39.25
509760;36.9;39.1875
509850;36.8;39.1875
509940;36.8;39.1875
510030;36.7;39.125
510120;36.8;39.125
510210;36.8;39.0625
510300;36.6;39
510390;36.6;39
510480;36.6;39.0625
510570;36.6;39.1875
510660;36.7;39.1875
510750;36.8;39.1875
510840;36.8;39.25
510930;36.9;39.3125
511020;36.9;39.375
511110;37;39.375
511200;37.1;39.375
511290;37.2;39.375
511380;37.2;39.375
511470;37.2;39.375
511560;37.2;39.4375
511650;37.2;39.4375
511740;37.1;39.4375
511830;37.1;39.375
511920;37;39.4375
512010;37;39.4375
512100;36.9;39.375
512190;36.9;39.375
512280;36.9;39.3125
512370;36.9;39.3125
512460;36.8;39.25
512550;36.8;39.1875
512640;36.8;39.1875
512730;36.6;39.125
512820;36.6;39.125
512910;36.6;39.0625
513000;36.6;39.0625
513090;36.6;39.0625
513180;36.6;39.125
513270;36.6;39.25
513360;36.6;39.25
513450;36.8;39.3125
513540;36.8;39.375
513630;36.9;39.4375
513720;37;39.5
513810;37;39.5625
513900;37.1;39.5625
513990;37.1;39.625
514080;37.1;39.625
514170;37.1;39.6875
514260;37.1;39.6875
514350;37.1;39.6875
514440;37;39.625
514530;37;39.6875
514620;37;39.625
514710;37;39.625
514800;37;39.5625
514890;36.9;39.5
514980;36.9;39.375
515070;36.9;39.3125
515160;36.9;39.25
515250;36.8;39.1875
515340;36.8;39.1875
515430;36.7;39.125
515520;36.7;39.0625
515610;36.6;39.0625
515700;36.6;39
515790;36.6;39.0625
515880;36.6;39.125
515970;36.6;39.125
516060;36.6;39.1875
516150;36.7;39.1875
516240;36.8;39.1875
516330;37;39.25
516420;37.2;39.3125
516510;37.2;39.375
516600;37.2;39.375
516690;37.2;39.375
516780;37.3;39.4375
516870;37.2;39.4375
516960;37.1;39.4375
517050;37.1;39.4375
517140;37.1;39.4375
517230;37.1;39.375
517320;37.1;39.3125
517410;37;39.3125
517500;36.9;39.3125
517590;36.8;39.1875
517680;36.9;39.1875
517770;36.8;39.125
517860;36.8;39.0625
517950;36.8;39.125
518040;36.6;39.125
518130;36.6;39
518220;36.6;39
518310;36.6;39
518400;36.6;39
518490;36.6;39.125
518580;36.6;39.0625
518670;36.7;39.125
518760;36.8;39.1875
518850;36.9;39.1875
518940;37;39.25
519030;37.1;39.3125
519120;37.2;39.375
519210;37.2;39.375
519300;37.2;39.4375
519390;37.1;39.4375
519480;37.1;39.4375
519570;37.1;39.4375
519660;37;39.5
519750;36.9;39.5
519840;36.9;39.4375
519930;36.9;39.4375
520020;36.9;39.375
520110;36.9;39.375
520200;36.8;39.3125
520290;36.8;39.25
520380;36.8;39.25
520470;36.8;39.25
520560;36.7;39.1875
520650;36.7;39.1875
520740;36.7;39.125
520830;36.7;39.125
520920;36.6;39.125
521010;36.6;39.1875
521100;36.7;39.25
521190;36.8;39.25
521280;36.8;39.3125
521370;36.9;39.375
521460;37;39.4375
521550;37.1;39.5
521640;37.1;39.5625
521730;37.1;39.625
521820;37.1;39.625
521910;37.1;39.6875
522000;37.1;39.625
522090;37.1;39.6875
522180;37.1;39.625
522270;37.1;39.6875
522360;37.1;39.625
522450;37.1;39.625
522540;37.1;39.5625
522630;37.1;39.5625
522720;37;39.5
522810;36.9;39.4375
522900;36.9;39.375
522990;36.9;39.3125
523080;36.9;39.25
523170;36.9;39.1875
523260;36.8;39.125
523350;36.8;39.125
523440;36.7;39.0625
523530;36.7;39.125
523620;36.7;39.1875
523710;36.8;39.25
523800;36.8;39.25
523890;36.9;39.3125
523980;36.9;39.375
524070;37.1;39.4375
524160;37.1;39.5
524250;37.1;39.5
524340;37.2;39.5
524430;37.2;39.4375
524520;37.4;39.4375
524610;37.4;39.375
524700;37.3;39.375
524790;37.3;39.3125
524880;37.2;39.3125
524970;37.2;39.25
525060;37.2;39.25
525150;37.2;39.25
525240;37.1;39.1875
525330;37.1;39.125
525420;37;39.0625
525510;37.1;39
525600;36.9;39
525690;36.8;39
525780;36.8;39
525870;36.8;38.9375
525960;36.7;39
526050;36.6;39.0625
526140;36.6;39.125
526230;36.6;39.125
526320;36.7;39.1875
526410;36.8;39.25
526500;36.9;39.3125
526590;37;39.375
526680;37.1;39.4375
526770;37.2;39.4375
526860;37.2;39.5
526950;37.4;39.5625
527040;37.4;39.5625
527130;37.3;39.5
527220;37.3;39.375
527310;37.3;39.375
527400;37.2;39.25
527490;37.1;39.1875
527580;37.1;39.0625
527670;37;39.125
527760;36.9;39.0625
527850;36.8;39.0625
527940;36.8;39.0625
528030;36.7;39.0625
528120;36.8;39.1875
528210;36.8;39.1875
528300;36.9;39.1875
528390;37.1;39.25
528480;37.2;39.3125
528570;37.3;39.3125
528660;37.4;39.375
528750;37.4;39.4375
528840;37.4;39.4375
528930;37.3;39.4375
529020;37.3;39.4375
529110;37.3;39.5
529200;37.3;39.5
529290;37.3;39.5
529380;37.3;39.5
529470;37.3;39.375
529560;37.2;39.25
529650;37.1;39.125
529740;37;39.125
529830;36.9;39.125
529920;36.9;39.125
530010;36.8;39.125
530100;36.8;39.125
530190;36.8;39.1875
530280;36.9;39.1875
530370;37;39.25
530460;37.1;39.3125
530550;37.2;39.3125
530640;37.3;39.4375
530730;37.4;39.4375
530820;37.5;39.4375
530910;37.6;39.4375
531000;37.5;39.5
531090;37.6;39.5
531180;37.4;39.5
531270;37.4;39.5
531360;37.3;39.5
531450;37.2;39.5
531540;37.1;39.5
531630;37;39.5
531720;36.9;39.4375
531810;36.9;39.4375
531900;37;39.375
531990;36.9;39.3125
532080;36.9;39.1875
532170;36.8;39.1875
532260;36.8;39.125
532350;36.7;39.0625
532440;36.6;39
532530;36.6;39.0625
532620;36.6;39.125
532710;36.6;39.1875
532800;36.7;39.3125
532890;36.8;39.3125
532980;36.9;39.375
533070;37;39.4375
533160;37.1;39.4375
533250;37.2;39.5625
533340;37.2;39.625
533430;37.2;39.625
533520;37.3;39.6875
533610;37.3;39.6875
533700;37.4;39.6875
533790;37.3;39.75
533880;37.3;39.8125
533970;37.2;39.75
534060;37.2;39.6875
534150;37.2;39.6875
534240;37.2;39.6875
534330;37.1;39.6875
534420;37.2;39.5625
534510;37.1;39.5625
534600;37.1;39.5
534690;37.1;39.4375
534780;37;39.375
534870;36.9;39.375
534960;36.9;39.3125
535050;36.9;39.25
535140;36.9;39.125
535230;36.9;39.0625
535320;36.9;39
535410;36.8;39.0625
535500;36.8;39.125
535590;36.8;39.125
535680;36.8;39.1875
535770;36.9;39.25
535860;37.1;39.3125
535950;37.2;39.375
536040;37.3;39.375
536130;37.4;39.4375
536220;37.4;39.4375
536310;37.3;39.4375
536400;37.4;39.375
536490;37.4;39.375
536580;37.3;39.375
536670;37.4;39.375
536760;37.3;39.375
536850;37.2;39.375
536940;37.2;39.3125
537030;37.1;39.3125
537120;37.1;39.25
537210;37;39.25
537300;36.9;39.25
537390;36.8;39.1875
537480;36.7;39.125
537570;36.6;39.0625
537660;36.7;39.0625
537750;36.7;39
537840;36.8;38.9375
537930;36.7;38.875
538020;36.6;38.875
538110;36.7;38.9375
538200;36.6;39
538290;36.7;39.0625
538380;36.7;39.0625
538470;36.9;39.125
538560;37.1;39.1875
538650;37.2;39.1875
538740;37.3;39.25
538830;37.4;39.3125
538920;37.4;39.375
539010;37.3;39.375
539100;37.3;39.375
539190;37.2;39.3125
539280;37.2;39.3125
539370;37.2;39.3125
539460;37.2;39.3125
539550;37.2;39.3125
539640;37.2;39.375
539730;37.1;39.3125
539820;37;39.25
539910;36.9;39.125
540000;36.8;38.9375
540090;36.6;38.8125
540180;36.5;38.75
540270;36.5;38.6875
540360;36.5;38.6875
540450;36.4;38.6875
540540;36.6;38.75
540630;36.7;38.8125
540720;36.9;38.8125
540810;37;38.875
540900;37.1;39
540990;37.2;39.0625
541080;37.2;39.1875
541170;37.3;39.1875
541260;37.2;39.25
541350;37.2;39.25
541440;37.2;39.25
541530;37.2;39.25
541620;37.2;39.25
541710;37.1;39.1875
541800;37.1;39.1875
541890;36.9;39.1875
541980;36.9;39.125
542070;36.9;39.125
542160;36.9;39.0625
542250;36.8;39.0625
542340;36.8;39
542430;36.7;39
542520;36.6;38.9375
542610;36.6;38.9375
542700;36.4;38.875
542790;36.4;38.8125
542880;36.4;38.8125
542970;36.4;38.75
543060;36.4;38.6875
543150;36.4;38.75
543240;36.4;38.75
543330;36.3;38.8125
543420;36.4;38.8125
543510;36.4;38.875
543600;36.5;38.9375
543690;36.7;39
543780;36.8;39
543870;36.9;39
543960;37;39
544050;37.1;39
544140;37.1;39
544230;37;38.9375
544320;37;38.9375
544410;36.9;38.9375
544500;36.8;38.9375
544590;36.7;38.9375
544680;36.6;38.9375
544770;36.5;38.875
544860;36.5;38.8125
544950;36.4;38.8125
545040;36.4;38.8125
545130;36.3;38.75
545220;36.3;38.75
545310;36.3;38.6875
545400;36.2;38.6875
545490;36.2;38.6875
545580;36.2;38.625
545670;36.1;38.5625
545760;36.2;38.625
545850;36.2;38.625
545940;36.2;38.6875
546030;36.3;38.6875
546120;36.4;38.75
546210;36.6;38.8125
546300;36.8;38.8125
546390;36.9;38.8125
546480;36.9;38.8125
546570;36.9;38.8125
546660;36.9;38.8125
546750;37;38.875
546840;36.9;38.8125
546930;36.9;38.8125
547020;36.8;38.8125
547110;36.7;38.8125
547200;36.6;38.8125
547290;36.6;38.8125
547380;36.4;38.75
547470;36.4;38.75
547560;36.4;38.6875
547650;36.3;38.6875
547740;36.2;38.625
547830;36.2;38.5625
547920;36.3;38.625
548010;36.2;38.5625
548100;36.2;38.5
548190;36.1;38.5
548280;36.1;38.5
548370;36.1;38.625
548460;36.1;38.625
548550;36.2;38.6875
548640;36.3;38.75
548730;36.4;38.8125
548820;36.4;38.8125
548910;36.4;38.8125
549000;36.2;38.75
549090;36.2;38.75
549180;36.2;38.6875
549270;36.2;38.625
549360;36.2;38.5625
549450;36.2;38.5
549540;36.1;38.5
549630;36.1;38.4375
549720;36.1;38.4375
549810;35.9;38.375
549900;35.9;38.3125
549990;35.9;38.3125
550080;35.9;38.25
550170;35.8;38.25
550260;35.8;38.1875
550350;35.8;38.125
550440;35.8;38.125
550530;35.8;38.125
550620;35.8;38.0625
550710;35.8;38.0625
550800;35.6;38
550890;35.7;38.125
550980;35.7;38.1875
551070;35.6;38.25
551160;35.8;38.25
551250;35.9;38.3125
551340;35.9;38.375
551430;36;38.4375
551520;36;38.5
551610;36.1;38.5625
551700;36.1;38.625
551790;36.1;38.625
551880;36.2;38.625
551970;36.2;38.6875
552060;36.2;38.6875
552150;36.2;38.6875
552240;36.2;38.6875
552330;36.2;38.6875
552420;36.2;38.625
552510;36.2;38.625
552600;36.2;38.625
552690;36.2;38.625
552780;36.1;38.5625
552870;36.1;38.5
552960;36.1;38.4375
553050;36.1;38.4375
553140;36.1;38.4375
553230;36;38.375
553320;35.9;38.375
553410;35.9;38.4375
553500;35.9;38.4375
553590;35.9;38.5
553680;36;38.5625
553770;36.1;38.625
553860;36.2;38.625
553950;36.3;38.6875
554040;36.4;38.75
554130;36.4;38.8125
554220;36.4;38.8125
554310;36.4;38.875
554400;36.4;38.9375
554490;36.5;38.9375
554580;36.5;38.9375
554670;36.5;38.9375
554760;36.5;38.9375
554850;36.5;38.875
554940;36.5;38.875
555030;36.4;38.875
555120;36.4;38.8125
555210;36.4;38.75
555300;36.4;38.75
555390;36.3;38.6875
555480;36.2;38.625
555570;36.1;38.5625
555660;36.1;38.5625
555750;36.2;38.5625
555840;36.1;38.5625
555930;36.1;38.5
556020;36.1;38.5
556110;36;38.5
556200;36.1;38.5625
556290;36.1;38.6875
556380;36.2;38.625
556470;36.2;38.6875
556560;36.3;38.8125
556650;36.4;38.875
556740;36.5;38.9375
556830;36.6;38.9375
556920;36.6;38.9375
557010;36.6;39
557100;36.6;38.9375
557190;36.6;39
557280;36.6;39
557370;36.6;39
557460;36.7;39
557550;36.6;38.9375
557640;36.6;38.9375
557730;36.4;38.875
557820;36.4;38.875
557910;36.4;38.8125
558000;36.3;38.8125
558090;36.3;38.75
558180;36.2;38.625
558270;36.2;38.625
558360;36.2;38.625
558450;36.2;38.625
558540;36.2;38.5625
558630;36.1;38.5625
558720;36.1;38.625
558810;36.1;38.6875
558900;36.1;38.75
558990;36.2;38.6875
559080;36.3;38.75
559170;36.4;38.8125
559260;36.4;38.875
559350;36.5;38.9375
559440;36.6;38.9375
559530;36.6;39
559620;36.6;39.0625
559710;36.6;39
559800;36.6;39
559890;36.6;39
559980;36.6;39
560070;36.6;39
560160;36.6;39
560250;36.5;38.9375
560340;36.4;38.875
560430;36.4;38.875
560520;36.4;38.8125
560610;36.4;38.75
560700;36.2;38.6875
560790;36.2;38.6875
560880;36.2;38.6875
560970;36.2;38.625
561060;36.2;38.6875
561150;36.2;38.6875
561240;36.2;38.625
561330;36.2;38.625
561420;36.2;38.625
561510;36.2;38.625
561600;36.2;38.6875
561690;36.2;38.75
561780;36.3;38.75
561870;36.4;38.8125
561960;36.4;38.875
562050;36.4;38.875
562140;36.5;38.9375
562230;36.6;38.9375
562320;36.6;39
562410;36.6;39
562500;36.7;39
562590;36.6;39
562680;36.6;38.9375
562770;36.6;38.9375
562860;36.6;38.9375
562950;36.5;38.875
563040;36.4;38.875
563130;36.4;38.8125
563220;36.3;38.75
563310;36.2;38.6875
563400;36.2;38.625
563490;36.2;38.5625
563580;36.2;38.5
563670;36.2;38.5625
563760;36.2;38.5
563850;36.1;38.5
563940;36.1;38.5
564030;36.1;38.5
564120;36.1;38.5625
564210;36.1;38.625
564300;36.1;38.625
564390;36.2;38.625
564480;36.2;38.6875
564570;36.3;38.75
564660;36.3;38.75
564750;36.4;38.8125
564840;36.4;38.8125
564930;36.5;38.875
565020;36.5;38.8125
565110;36.5;38.8125
565200;36.5;38.8125
565290;36.5;38.8125
565380;36.4;38.75
565470;36.4;38.75
565560;36.3;38.6875
565650;36.3;38.6875
565740;36.2;38.6875
565830;36.2;38.625
565920;36.2;38.5625
566010;36.2;38.5
566100;36.2;38.5
566190;36.1;38.5
566280;36.1;38.5
566370;36.1;38.4375
566460;36;38.4375
566550;36.1;38.5
566640;36;38.5625
566730;36;38.625
566820;36.1;38.625
566910;36.1;38.5625
567000;36.1;38.6875
567090;36.2;38.6875
567180;36.3;38.75
567270;36.4;38.8125
567360;36.4;38.8125
567450;36.4;38.875
567540;36.4;38.875
567630;36.4;38.875
567720;36.4;38.8125
567810;36.4;38.8125
567900;36.4;38.8125
567990;36.3;38.75
568080;36.2;38.75
568170;36.2;38.6875
568260;36.2;38.625
568350;36.2;38.625
568440;36.1;38.5
568530;36.1;38.5
568620;36.1;38.4375
568710;36.1;38.4375
568800;36.1;38.4375
568890;36;38.375
568980;35.9;38.375
569070;35.9;38.375
569160;35.9;38.4375
569250;35.9;38.5
569340;35.9;38.5625
569430;36.1;38.5625
569520;36.1;38.625
569610;36.2;38.6875
569700;36.3;38.75
569790;36.3;38.8125
569880;36.4;38.8125
569970;36.4;38.8125
570060;36.5;38.875
570150;36.5;38.875
570240;36.5;38.875
570330;36.4;38.875
570420;36.4;38.8125
570510;36.4;38.75
