pvm,pH_lahteva,Fe_lahteva,Ni_lahteva,As_lahteva,SO4_lahteva,pH_lahteva,Fe_allas,Ni_allas,As_allas,SO4_rikastehiekka,pH_rikastehiekka,Fe_rikastehiekka,Ni_rikastehiekka,As_rikastehiekka,SO4_rikastehiekka
3.1.2012,7.9,0.15,0.54,0.4,,7.9,0.04,0.79,0.43,,,,,,
10.1.2012,7.8,0.08,0.71,0.41,,7.9,0.02,0.73,0.42,,,,,,
17.1.2012,7.9,0.09,0.76,0.38,,8.1,0.01,0.74,0.34,,,,,,
24.1.2012,7.7,0.06,0.62,0.38,,8.8,0.01,0.41,0.3,,,,,,
31.1.2012,8.3,0.1,0.54,0.33,,8.8,0.03,0.44,0.24,,,,,,
7.2.2012,8,0.1,0.52,0.31,,8.7,0.03,0.18,0.48,,,,,,
14.2.2012,8.4,0.57,0.47,0.33,,8.7,0.01,0.35,0.32,,,,,,
21.2.2012,8.6,0.07,0.43,0.38,,8.8,0.07,0.4,0.45,,,,,,
28.2.2012,8.7,0.03,0.42,0.34,,8.9,0.01,0.36,0.36,,,,,,
6.3.2012,8.5,0.03,0.44,0.34,,8.5,0.01,0.4,0.3,,,,,,
13.3.2012,8.5,0.01,0.39,0.26,,8.5,0.01,0.38,0.26,,,,,,
20.3.2012,8.4,0.01,0.41,0.25,,8.8,0.01,0.35,0.2,,,,,,
27.3.2012,8.8,0.04,0.37,0.2,,8.7,0.01,0.35,0.19,,,,,,
3.4.2012,8.7,0.06,0.37,0.21,,8.6,0.05,0.4,0.27,,,,,,
10.4.2012,8.5,0.04,0.43,0.27,,8.6,0.03,0.48,0.36,,,,,,
17.4.2012,8.3,0.08,0.42,0.28,,8.4,0.07,0.48,0.29,,,,,,
24.4.2012,8.1,0.08,0.46,0.27,,7.8,0.81,0.99,0.15,,,,,,
30.4.2012,7.7,0.31,0.55,0.11,,8,0.01,0.68,0.13,,,,,,
8.5.2012,8,0.11,0.64,0.03,,8.2,0.03,0.8,0.13,,,,,,
15.5.2012,8,0.19,0.63,0.08,,8.9,0.04,0.49,0.18,,,,,,
22.5.2012,8.2,0.12,0.72,0.06,,8.5,0.03,0.58,0.24,,,,,,
29.5.2012,8.4,0.14,0.7,0.08,,8.8,0.07,0.55,0.35,,,,,,
5.6.2012,8.3,0.09,0.47,0.12,,8.7,0.05,0.29,0.35,,,,,,
12.6.2012,8.3,0.02,0.56,0.13,,8.5,0.01,0.39,,,,,,,
19.6.2012,8.1,0.12,0.51,0.17,,8.3,0.01,0.42,0.44,,,,,,
26.6.2012,8.2,0.26,0.5,0.26,,8.2,0.15,0.55,0.71,,,,,,
3.7.2012,8.2,0.3,0.48,0.26,,8.2,0.12,0.55,0.61,,,,,,
10.7.2012,8.3,0.2,0.49,0.29,,8.2,0.05,0.56,0.53,,,,,,
17.7.2012,8.2,0.22,0.44,0.4,,8.1,0.12,0.55,0.47,,,,,,
24.7.2012,8.2,0.27,0.46,0.3,,8.1,0.07,0.67,0.42,,,,,,
31.7.2012,8.3,0.31,0.47,0.27,,8.1,0.05,0.62,0.39,,,,,,
7.8.2012,7.8,0.26,0.44,0.29,,7.7,0.13,0.6,0.44,,,,,,
14.8.2012,7.6,0.42,0.52,0.29,,7.6,0.05,0.68,0.36,,,,,,
21.8.2012,7.8,0.25,0.43,0.3,,7.8,0.07,0.67,0.5,,,,,,
28.8.2012,7.9,0.29,0.53,0.38,,8.1,0.15,0.68,0.46,,,,,,
4.9.2012,7.9,0.43,0.53,0.37,,7.9,0.16,0.85,0.58,,,,,,
11.9.2012,7.8,0.51,0.6,0.4,,8,0.07,0.74,0.5,,,,,,
18.9.2012,8,0.59,0.75,0.24,,8.2,0.16,0.9,0.31,,,,,,
25.9.2012,8,0.74,0.57,0.24,,,,,,,,,,,
1.10.2012,8,0.69,0.58,0.24,,8.1,0.01,0.93,0.4,,8.3,0.19,1.4,0.65,
4.10.2012,8,0.55,0.69,0.29,,8,0.01,1.05,0.47,,8.4,0.3,1.15,0.83,
8.10.2012,8,0.61,0.63,0.29,,8,0.01,0.91,0.43,,8.4,0.005,0.83,0.69,
11.10.2012,8,0.44,0.54,0.27,,8.1,0.03,0.78,0.43,,9.2,0.38,0.37,0.65,
15.10.2012,8.2,0.33,0.55,0.25,,8.1,0.01,0.78,0.44,,8.8,0.26,0.5,0.73,
18.10.2012,8.2,0.39,0.7,0.25,,8,0.01,1.03,0.33,,8.5,0.51,3.01,1.75,
22.10.2012,8.2,0.31,0.65,0.19,,8.3,0.04,1.05,0.35,,9.1,0.01,0.36,1.05,
29.10.2012,8.1,0.28,0.71,0.23,,8.1,0.01,1.06,0.39,,8.4,0.04,1.07,0.62,
1.11.2012,8.3,0.29,0.76,0.24,,8.3,0.01,1.08,0.36,,8.7,0.03,1.05,0.59,
5.11.2012,8,0.29,0.79,0.29,,8.8,0.01,0.78,0.3,,9.3,0.39,0.69,0.31,
8.11.2012,8.1,0.27,0.77,0.25,,8.5,0.02,0.85,0.32,,9,0.09,1.01,0.38,
12.11.2012,8.3,0.41,0.82,0.24,,8.6,0.16,0.87,0.28,,9.4,0.13,0.86,0.21,
15.11.2012,8,0.41,0.84,0.23,,9.1,0.01,0.79,0.26,,9.6,0.31,0.77,0.13,
19.11.2012,8.1,0.52,0.84,0.17,587,9.2,0.13,0.61,0.13,,9.4,0.18,0.46,0.15,
22.11.2012,8.1,0.53,0.79,0.14,,9,0.07,0.62,0.19,,9.6,0.09,0.42,0.15,
26.11.2012,8,0.44,0.79,0.18,577,9.2,0.09,0.5,0.18,,9.6,0.1,0.25,0.24,
29.11.2012,8,0.41,0.8,0.11,,9.3,0.07,0.47,0.16,,9.1,0.15,2.16,0.23,
3.12.2012,8.1,0.26,0.74,0.05,639,9.2,0.12,0.48,0.2,,9.1,0.74,1.8,0.26,
5.12.2012,8.1,0.26,0.76,0.08,,9.4,0.16,0.47,0.08,,10.7,0.01,0.01,0.01,
7.12.2012,8.1,,0.75,,,9.1,,0.52,,,8.5,,1.1,,
10.12.2012,8.6,0.14,0.69,0.05,613,9,0.1,0.6,0.05,,9.3,0.06,0.19,0.09,
13.12.2012,8.7,0.1,0.7,0.05,,9,0.02,0.76,0.08,,8.6,0.01,1.77,0.1,
17.12.2012,8.7,0.01,0.64,0.05,602,8.8,0.03,0.81,0.09,,8.6,0.12,1.33,0.32,
20.12.2012,8.6,0.04,0.74,0.05,,8.8,0.05,0.9,0.07,,8.6,0.1,1.83,0.27,
27.12.2012,8.5,0.06,0.76,0.05,621,9.1,0.29,0.71,0.06,,9,0.21,0.99,0.02,
31.12.2012,8.4,0.06,0.74,0.06,,9.1,0.17,0.56,0.06,,9.4,0.22,0.19,0.04,
3.1.2013,8.5,0.01,0.72,0.06,619,9,0.13,0.45,0.05,,9.3,0.01,0.15,0.04,
7.1.2013,8.8,0.06,0.6,0.06,590,9.1,0.08,0.37,0.06,,9.3,0.38,0.15,0.06,
10.1.2013,8.7,0.05,0.58,0.07,,9,0.05,0.33,0.06,,9.3,0.005,0.11,0.03,
14.1.2013,8.8,0.09,0.58,0.07,582,9.1,0.05,0.28,0.05,,8.8,0.1,0.75,0.05,
17.1.2013,8.7,0.02,0.43,0.07,,8.7,0.005,0.28,0.06,,9.3,0.08,0.13,0.02,
21.1.2013,9,0.04,0.38,0.07,567,9.5,0.01,0.22,0.05,,9.3,0.05,0.14,0.04,
24.1.2013,9.1,0.05,0.44,0.07,,9.3,0.01,0.41,0.05,,9.3,0.005,0.19,0.03,
28.1.2013,9.1,0.05,0.4,0.05,584,9.2,0.01,0.38,0.04,,9.3,0.005,0.14,0.03,
31.1.2013,9.1,0.05,0.41,0.05,,9.1,0.01,0.4,0.04,,9,0.01,0.22,0.02,
4.2.2013,9,0.04,0.4,0.05,558,9,0.01,0.41,0.04,,8.9,0.01,0.19,0.04,
7.2.2013,9.1,0.04,0.38,0.05,,9.1,0.01,0.42,0.02,,,,,,
11.2.2013,9.1,0.01,0.42,0.04,569,9.2,0.03,0.46,0.03,,,,,,
13.2.2013,,,,,,,,,,,9,,0.82,,
14.2.2013,8.9,0.02,0.43,0.03,,9.4,0.02,0.5,0.02,,9,0.07,1.31,0.01,
18.2.2013,9.1,0.02,0.48,0.03,573,9.1,0.14,0.49,0.02,,9.7,0.02,0.07,0.01,
21.2.2013,9,0.02,0.51,0.05,,9.1,0.01,0.52,0.04,,9.6,0.01,0.07,0.01,
25.2.2013,8.9,0.04,0.49,0.04,539,8.9,0.11,0.39,0.02,,8.8,0.005,0.22,0.04,
28.2.2013,9,0.01,0.45,0.02,,9.1,0.06,0.28,0.03,,9.3,0.005,0.09,0.01,
4.3.2013,9,0.01,0.37,0.03,523,9.1,0.05,0.25,0.02,,9.5,0.01,0.07,0.005,
6.3.2013,9.1,0.02,0.27,,,9.2,0.01,0.17,,,8.9,0.01,0.44,,
11.3.2013,9.1,0.01,0.3,0.04,520,9.1,0.01,0.33,0.03,,8.9,0.01,0.62,0.04,
14.3.2013,9.1,0.01,0.29,0.02,,9,0.08,0.69,0.02,,9.1,0.01,0.38,0.16,
18.3.2013,9,0.01,0.46,0.04,520,8.8,0.05,0.57,0.05,,8.7,0.36,0.51,0.09,
21.3.2013,8.9,0.01,0.58,0.05,,8.7,0.09,0.69,0.05,,8.6,0.01,1.01,0.05,
25.3.2013,8.8,0.01,0.63,0.04,537,8.7,0.01,0.66,0.04,,9.2,0.01,0.16,0.02,
28.3.2013,8.8,0.01,0.62,0.04,,9,0.04,0.5,0.03,,9.5,0.02,0.19,0.01,
4.4.2013,8.9,0.01,0.51,0.04,535,9.5,0.05,0.31,0.03,,10.7,0.01,0.03,0.01,
8.4.2013,8.8,0.07,0.47,0.04,530,9.1,0.09,0.43,0.03,,9.4,0.11,0.08,0.01,
11.4.2013,9,0.1,0.55,0.05,,9.4,0.11,0.5,0.04,,8.9,0.14,0.79,0.04,
15.4.2013,9,0.09,0.44,0.04,508,9,0.18,0.35,0.03,,8.9,0.06,0.35,0.03,
19.4.2013,8.5,0.32,0.4,0.07,,8.8,0.35,0.52,0.1,,8.2,0.06,0.9,0.07,
22.4.2013,8.3,0.28,0.47,0.05,392,8.8,0.12,0.62,0.06,,7.5,0.86,0.68,0.03,
25.4.2013,8.4,0.1,0.43,0.05,,8.6,0.08,0.69,0.06,,7.6,0.01,5.38,0.06,
29.4.2013,8.6,0.2,0.54,0.03,361,9.2,0.17,0.62,0.04,,9.1,0.14,0.27,0.1,
2.5.2013,8.3,0.29,0.54,0.04,,9.2,0.17,0.44,0.06,,9.4,0.31,0.21,0.13,
6.5.2013,8,0.63,0.6,0.02,475,9.4,0.24,0.29,0.08,,9.3,0.28,0.31,0.13,
10.5.2013,8,0.54,0.62,0.02,,8.9,0.25,0.39,0.06,,8.8,0.11,0.71,0.17,
13.5.2013,8.2,0.42,0.53,0.03,465,8.9,0.24,0.32,0.07,,9,0.13,0.37,0.09,
16.5.2013,8.2,0.29,0.54,0.02,,8.7,0.08,0.45,0.06,,11.2,0.01,0.03,0.01,
20.5.2013,8.3,0.31,0.53,0.05,492,8.9,0.19,0.37,0.09,,8.9,0.18,0.55,0.58,
23.5.2013,8.3,0.24,0.47,0.04,,8.8,0.13,0.35,0.09,,8.9,0.02,0.29,0.29,
27.5.2013,8.3,0.23,0.49,0.05,507,8.4,0.11,0.36,0.1,,8.7,0.29,0.23,0.64,
30.5.2013,8.3,0.25,0.43,0.06,,8.4,0.19,0.32,0.13,,9.1,0.06,0.07,0.03,
3.6.2013,8.3,0.26,0.44,0.08,524,8.4,0.2,0.37,0.52,,8.6,0.15,0.53,0.5,
6.6.2013,8.4,0.15,0.47,0.08,,8.5,0.06,0.39,0.48,,9.1,0.48,0.47,0.49,
10.6.2013,8.5,0.16,0.42,0.07,558,8.6,0.1,0.33,0.32,,8.9,0.05,0.32,0.5,
13.6.2013,8.4,0.13,0.45,0.07,,8.5,0.01,0.79,0.23,,8.3,0.01,5.15,0.17,
17.6.2013,8.3,0.35,0.4,0.06,585,8.3,0.1,0.7,0.3,,8.7,2.07,1.04,1.15,
20.6.2013,8.4,0.37,0.46,0.17,,8.5,0.12,0.75,0.33,,8.8,0.48,0.65,0.56,
24.6.2013,8.3,0.33,0.48,0.22,234,8.4,0.17,0.55,0.43,,8.9,0.29,0.31,0.89,
27.6.2013,8.4,0.26,0.46,0.09,,8.4,0.09,0.44,0.48,,8.7,0.46,0.22,0.34,
1.7.2013,8.4,0.12,0.39,0.21,583,8.5,0.01,0.29,0.34,,8.8,0.01,0.1,0.38,
4.7.2013,8.4,0.28,0.39,0.06,,8.5,0.1,0.29,0.53,,8.8,0.37,0.24,0.49,
8.7.2013,8.4,0.19,0.39,0.08,587,8.2,0.06,0.34,0.6,,8.3,0.38,0.23,1.11,
11.7.2013,7.9,0.22,0.37,0.05,,7.5,0.08,0.34,0.21,,7.5,0.46,0.45,0.1,
15.7.2013,8.4,0.25,0.32,0.06,606,8.2,0.12,0.35,0.08,,8.3,0.42,0.76,0.03,
18.7.2013,8.3,0.36,0.37,0.06,,8.3,0.16,0.37,0.08,,8.4,0.39,0.21,0.03,
22.7.2013,8.2,0.43,0.3,0.06,603,8.3,0.23,0.31,0.05,,8.6,0.13,0.24,0.05,
25.7.2013,8.1,0.38,0.33,0.06,,8.2,0.09,0.35,0.09,,8.6,0.48,0.34,0.78,
29.7.2013,8.3,0.34,0.3,0.07,626,8.2,0.04,0.32,0.14,,8.5,0.22,0.29,0.91,
2.8.2013,8.3,0.25,0.01,0.07,,8.2,0.07,0.1,0.11,,8.4,0.49,0.01,0.04,
5.8.2013,8.5,0.22,0.32,0.09,637,8.3,0.08,0.36,0.42,,8.5,0.25,0.3,0.45,
8.8.2013,8.2,0.23,0.34,0.09,,7.9,0.09,0.39,0.41,,8.1,0.33,0.75,0.8,
12.8.2013,8.4,0.29,0.28,0.02,633,8.2,0.14,0.52,0.1,,8.6,0.39,0.46,0.06,
15.8.2013,8.2,0.3,0.38,0.08,,8.2,0.13,0.53,0.03,,8.2,0.54,1.04,0.02,
19.8.2013,7.9,0.4,0.36,0.09,607,7.8,0.15,0.47,0.07,,8.3,0.12,0.12,0.07,
22.8.2013,7.8,0.22,0.5,0.09,,7.7,0.005,0.49,0.06,,7.7,0.005,0.22,0.03,
26.8.2013,8.2,0.38,0.42,0.08,635,8.2,0.22,0.37,0.04,,9.1,0.23,0.05,0.02,
29.8.2013,8.3,0.48,0.3,0.09,,8.3,0.08,0.27,0.05,,9.1,0.07,0.01,0.01,
3.9.2013,8.1,0.48,0.42,0.1,636,8.2,0.18,0.38,0.05,,8.5,0.22,0.28,0.02,
5.9.2013,7.8,0.54,0.22,0.08,,7.9,0.08,0.19,0.06,,7.9,0.01,0.36,0.06,
9.9.2013,8.1,0.44,0.38,0.08,411,7.7,0.18,0.38,0.09,,8.1,0.14,0.3,0.13,
12.9.2013,7.9,0.47,0.48,0.09,,8.3,0.14,0.47,0.26,,8.5,0.37,0.62,0.59,
16.9.2013,8.1,0.37,0.31,0.11,612,8.2,0.1,0.46,0.56,,8.6,0.09,0.3,0.59,
19.9.2013,8,0.41,0.4,0.25,,8.1,0.09,0.48,0.41,,8.5,0.03,0.14,0.18,
23.9.2013,8,0.56,0.43,0.2,647,8.1,0.36,0.52,0.3,,8.3,0.34,0.55,0.07,
26.9.2013,7.9,0.3,0.35,0.26,,8,0.01,0.5,0.34,,7.3,0.18,2.6,0.05,
30.9.2013,7.9,0.52,0.47,0.24,671,7.9,0.09,0.81,0.2,,8.3,0.01,0.4,0.18,
3.10.2013,8,0.55,0.39,0.21,,8,0.31,0.66,0.16,,8.3,0.01,0.54,0.16,
7.10.2013,8,0.54,0.46,0.18,644,7.9,0.12,0.7,0.13,,7.9,0.01,0.69,0.19,
10.10.2013,8,0.59,0.54,0.16,,8.1,0.16,0.68,0.16,,7.7,0.01,0.26,0.14,
14.10.2013,8,0.5,0.46,0.1,667,8.1,0.1,0.52,0.06,,8.6,0.07,0.18,0.03,
17.10.2013,7.8,0.47,0.54,0.08,,8.1,0.01,0.53,0.05,,8.6,0.01,0.21,0.03,
21.10.2013,8,0.58,0.47,0.09,664,8.1,0.06,0.48,0.04,,8.9,0.21,0.22,0.08,
24.10.2013,8,0.6,0.43,0.08,,7.9,0.5,0.68,0.08,,8.4,0.6,0.45,0.43,
28.10.2013,7.9,0.67,0.53,0.08,652,7.8,0.21,0.74,0.07,,7.8,0.04,0.53,0.23,
31.10.2013,8,0.63,0.54,0.07,,7.9,0.13,0.75,0.05,,8.9,0.01,0.26,0.29,
4.11.2013,7.9,0.47,0.73,0.05,678,7.9,0.24,0.88,0.06,,8.9,0.01,0.4,0.24,
7.11.2013,7.8,0.66,0.6,0.06,,7.9,0.1,0.76,0.04,,9.4,0.06,0.17,0.04,
11.11.2013,7.7,0.67,0.63,0.05,651,7.8,0.09,0.73,0.03,,8.5,0.55,0.8,0.33,
14.11.2013,7.9,0.76,0.62,0.05,,8,0.11,0.71,0.05,,8.9,0.08,0.37,0.43,
18.11.2013,7.8,0.79,0.61,0.05,661,7.9,0.16,0.68,0.06,,8.6,0.09,0.56,0.46,
21.11.2013,7.8,0.72,0.63,0.05,,7.9,0.26,0.73,0.08,,7.2,5.23,1.12,0.06,
25.11.2013,7.9,0.49,0.68,0.03,691,7.9,0.21,0.86,0.05,,9.1,2.6,0.37,0.02,
28.11.2013,8.2,0.22,0.58,0.03,,8.1,0.06,0.78,0.05,,9.2,1.05,0.19,0.08,
2.12.2013,8.1,0.12,0.66,0.04,710,8.5,0.08,0.66,0.07,,9.2,0.05,0.23,0.08,
5.12.2013,8,0.26,0.67,0.03,,8.5,0.16,0.61,0.08,,8.6,0.34,0.4,0.17,
9.12.2013,8.1,0.09,0.66,0.04,748,8.6,0.01,0.54,0.09,,8.6,0.61,0.48,0.25,
12.12.2013,8,0.16,0.63,0.05,,8.5,0.05,0.52,0.11,,8.6,0.73,0.45,0.03,
16.12.2013,8.2,0.18,0.66,0.05,700,8.8,0.14,0.62,0.1,,9,0.15,0.23,0.04,
19.12.2013,8.2,0.17,0.63,0.06,,9,0.12,0.45,0.09,,9.2,0.11,0.21,0.05,
23.12.2013,8.1,0.25,0.64,0.06,719,8.4,2.74,0.46,0.08,,8.3,0.26,0.53,0.02,
27.12.2013,8.1,0.43,0.52,0.04,,8.6,0.09,0.57,0.07,,8,0.19,1.22,0.04,
30.12.2013,8,0.67,0.55,0.04,595,8.2,0.28,0.94,0.06,,7.8,0.56,1.6,0.06,
2.1.2014,8,0.54,0.78,0.04,,8.1,0.12,1.31,0.05,,7.9,0.74,2.06,0.07,
7.1.2014,7.7,0.28,0.95,0.03,673,8.1,0.1,1.36,0.06,,9.4,0.11,0.3,0.1,
9.1.2014,7.6,0.29,0.8,0.03,,8.3,0.09,0.67,0.07,,8.4,0.57,0.83,0.07,
13.1.2014,7.7,0.3,0.75,0.03,657,8.6,0.25,0.87,0.07,,9.3,0.84,0.43,0.08,
16.1.2014,7.8,0.32,0.83,0.03,,9.3,0.18,0.67,0.07,,9.3,0.16,0.35,0.15,
20.1.2014,7.9,0.23,0.83,0.01,689,9.2,0.13,0.65,0.02,,8.9,0.04,0.49,0.09,
23.1.2014,7.8,0.02,0.77,0.02,,9,0.01,0.53,0.03,,8.8,0.39,0.43,0.03,
27.1.2014,8.3,0.03,0.68,0.03,691,8.9,0.02,0.52,0.05,,9.4,0.07,0.14,0.04,
30.1.2014,8.3,0.13,0.75,0.03,,8.9,0.08,0.49,0.05,,9,0.09,0.31,0.06,
3.2.2014,8.8,0.06,0.64,0.03,653,9.2,0.03,0.42,0.03,,9.2,0.09,0.27,0.02,
6.2.2014,8.3,0.09,0.66,0.01,,9.2,0.09,0.48,0.03,,9.2,0.16,0.26,0.03,
10.2.2014,9.2,0.12,0.45,0.03,601,9.4,0.36,0.13,0.04,,9.7,0.13,0.31,0.03,
12.2.2014,8.8,0.16,0.58,0.04,,9.3,0.14,0.31,0.04,,9.3,0.32,0.2,0.05,
17.2.2014,8.9,0.05,0.52,0.04,625,9.3,0.03,0.28,0.05,,9,0.25,0.25,0.06,
20.2.2014,8.8,0.13,0.55,0.05,,9.2,0.11,0.32,0.07,,8.6,0.21,0.76,0.09,
24.2.2014,8.9,0.13,0.48,0.06,599,9,0.07,0.35,0.07,,8.8,0.1,0.4,0.06,
27.2.2014,8.7,0.18,0.63,0.05,,8.9,0.08,0.51,0.06,,8.5,0.15,0.58,0.04,
3.3.2014,8.6,0.16,0.49,0.05,602,8.7,0.1,0.47,0.06,,8.6,1.62,0.46,0.08,
6.3.2014,8.5,0.14,0.55,0.05,,8.7,0.07,0.49,0.04,,9.4,0.07,0.18,0.03,
10.3.2014,8.4,0.22,0.51,0.07,608,8.7,0.09,0.39,0.07,,9.3,0.89,0.26,0.07,
13.3.2014,8.1,0.41,0.52,0.06,,8.6,0.09,0.39,0.06,,8.9,1,0.31,0.09,
17.3.2014,8.2,0.3,0.45,0.06,579,8.3,0.14,0.46,0.06,,7.6,5.37,0.74,0.23,
20.3.2014,8.2,0.13,0.47,0.08,,8.5,0.11,0.46,0.11,,9,2.15,0.42,0.41,
24.3.2014,8,0.5,0.49,0.05,615,8.5,0.14,0.43,0.16,,8.6,3.33,0.5,0.43,
27.3.2014,8,0.2,0.46,0.1,,8.4,0.21,0.45,0.18,,9.4,0.3,0.57,0.52,
31.3.2014,8.2,0.16,0.42,0.12,525,8.5,0.16,0.47,0.2,,8.6,0.84,0.44,0.47,
3.4.2014,8,0.63,0.49,0.08,,8.4,0.11,0.52,0.19,,8.8,0.57,0.48,0.51,
7.4.2014,7.8,0.63,0.35,0.06,,8.2,0.11,0.52,0.19,,8.6,0.2,0.44,0.55,
10.4.2014,7.7,0.52,0.49,0.05,,8.2,0.09,0.53,0.2,,8.6,0.18,0.46,0.56,
14.4.2014,7.9,0.48,0.47,0.07,,8.1,0.5,0.62,0.2,,8.2,0.33,0.6,0.38,
17.4.2014,7.9,0.64,0.47,0.07,,8.1,0.11,0.6,0.17,,8.5,0.34,0.5,0.44,
22.4.2014,8,0.79,0.48,0.05,,8.1,0.13,0.59,0.14,,8.7,0.18,0.37,0.49,
24.4.2014,7.7,1.86,0.55,0.07,,8.1,0.15,0.63,0.16,,8.6,0.22,0.38,0.64,
28.4.2014,8,1.92,0.56,0.07,,8.2,0.11,0.61,0.25,,8.7,0.23,0.38,0.77,
30.4.2014,7.8,1.98,0.57,0.05,,8.1,0.31,0.61,0.26,,8.5,1.78,0.41,0.59,
5.5.2014,8.1,1.68,0.57,0.09,,8.2,0.21,0.55,0.27,,8.6,0.4,0.31,0.47,
8.5.2014,7.9,1.61,0.58,0.09,,8.1,0.07,0.53,0.26,,8.5,0.08,0.3,0.38,
12.5.2014,8.1,1.43,0.57,0.09,,8.3,0.2,0.5,0.25,,9,0.16,0.29,0.59,
15.5.2014,7.7,1.39,0.56,0.07,,8,0.14,0.54,0.16,,8.7,0.26,0.53,0.47,
19.5.2014,8,0.71,0.54,0.07,,8.1,0.16,0.55,0.16,,8.6,0.57,0.3,0.55,
22.5.2014,8.3,0.46,0.53,0.07,,8.2,0.16,0.56,0.15,,8.4,0.58,0.44,0.5,
26.5.2014,8,0.34,0.51,0.09,,8.1,0.14,0.56,0.15,,8.1,2.99,0.38,0.53,
28.5.2014,8.2,0.28,0.52,0.09,,8.1,0.28,0.61,0.12,,8.3,1.87,0.48,0.54,
2.6.2014,8,0.21,0.52,0.1,,8.1,0.13,0.61,0.1,,8.3,0.25,0.45,0.57,
5.6.2014,8.3,0.17,0.51,0.12,,8.1,0.06,0.59,0.13,,8.9,0.17,0.29,0.5,
9.6.2014,8.4,0.27,0.47,0.14,,8.4,0.13,0.55,0.16,,9,0.46,0.15,0.5,
12.6.2014,8.4,0.25,0.47,0.14,,8.4,0.13,0.53,0.14,,9.1,0.82,0.19,0.47,
16.6.2014,8.5,0.28,0.43,0.13,,8.5,0.12,0.39,0.21,,9.5,0.69,0.11,0.07,
19.6.2014,8.2,0.41,0.42,0.13,,8.4,0.14,0.37,0.2,,9.3,0.42,0.21,0.05,
23.6.2014,8.4,0.44,0.41,0.14,,8.6,0.12,0.33,0.22,,8.9,0.29,0.19,0.34,
26.6.2014,8.2,0.45,0.4,0.14,,8.5,0.13,0.32,0.24,,8.5,0.49,0.5,0.53,
30.6.2014,8.6,0.48,0.39,0.15,,8.5,0.15,0.38,0.28,,9.9,0.74,0.33,0.37,
3.7.2014,8.4,0.59,0.38,0.17,,8.7,0.22,0.35,0.31,,8.9,0.43,0.23,0.54,
7.7.2014,8.4,0.57,0.37,0.15,,8.5,0.24,0.33,0.31,,8.7,1.18,0.27,0.68,
10.7.2014,8.1,0.57,0.36,0.16,,8.4,0.14,0.31,0.37,,8.7,2.46,0.3,0.76,
14.7.2014,8.3,0.54,0.35,0.19,,8.5,0.19,0.27,0.44,,9.1,1.23,0.12,0.74,
17.7.2014,8.4,0.45,0.33,0.2,,8.6,0.15,0.24,0.45,,9.1,0.36,0.1,0.57,
21.7.2014,8.4,0.41,0.31,0.22,,8.6,0.07,0.29,0.44,,8.6,1.82,0.51,0.63,
24.7.2014,8.1,0.36,0.3,0.24,,8.2,0.06,0.36,0.47,,8.2,2,1.67,0.82,
28.7.2014,8.2,0.36,0.29,0.24,,8.5,0.41,0.3,0.53,,9.2,0.84,0.11,0.81,
31.7.2014,8.2,0.47,0.28,0.27,,8.4,0.38,0.31,0.45,,8.9,1.97,0.6,0.56,
4.8.2014,8.2,0.46,0.28,0.26,,8.3,0.13,0.28,0.49,,8.5,0.01,0.27,0.49,
7.8.2014,8.3,0.44,0.27,0.28,,8.4,0.23,0.35,0.63,,8.5,0.97,0.53,0.96,
11.8.2014,8.4,0.43,0.28,0.33,,8.4,0.13,0.39,0.62,,8.4,0.58,0.55,0.87,
14.8.2014,8.3,0.45,0.28,0.33,,8.3,0.14,0.43,0.55,,7.8,0.48,1.36,0.21,
18.8.2014,8.3,0.42,0.3,0.36,,8.3,0.04,0.55,0.48,,8.9,0.11,0.21,0.47,
21.8.2014,8.3,0.53,0.3,0.35,,8.3,0.12,0.44,0.43,,8.8,0.01,0.12,0.7,
25.8.2014,8.2,0.61,0.31,0.34,,8.3,0.14,0.5,0.36,,7.9,0.51,0.74,0.15,
28.8.2014,8.2,0.64,0.33,0.31,,8.3,0.37,1.04,0.3,,7.9,0.25,0.67,0.27,
1.9.2014,8.3,0.68,0.33,0.3,,8.4,0.16,0.71,0.23,,8.9,0.63,0.46,0.4,
4.9.2014,8.1,0.68,0.36,0.3,,8.4,0.37,0.6,0.27,,8.9,0.86,0.26,0.4,
8.9.2014,8.2,0.68,0.37,0.28,,8.2,0.1,0.53,0.26,,8.7,0.3,0.22,0.43,
11.9.2014,8,0.61,0.37,0.26,,8,0.15,0.72,0.23,,8.4,0.66,0.95,0.36,
15.9.2014,8.2,0.68,0.41,0.26,,8.4,0.08,0.64,0.22,,8.7,0.97,0.97,0.94,
18.9.2014,8,0.66,0.41,0.25,,8.1,0.06,0.6,0.19,,8.5,0.78,0.31,0.24,
22.9.2014,8.4,0.73,0.43,0.25,,8.5,0.41,0.55,0.18,,8.8,0.08,0.17,0.26,
25.9.2014,8.2,0.94,0.43,0.21,,8.2,0.35,0.56,0.11,,9,2.54,0.54,0.19,
29.9.2014,7.9,0.92,0.44,0.2,,8,0.25,0.52,0.07,,8.6,0.63,0.29,0.18,
2.10.2014,8.1,0.96,0.43,0.17,,8.2,0.19,0.49,0.07,,8.9,0.68,0.21,0.21,
6.10.2014,7.9,0.94,0.44,0.15,,8.1,0.07,0.44,0.07,,8.7,0.74,0.27,0.23,
9.10.2014,8.2,0.98,0.45,0.16,,8.3,0.19,0.41,0.09,,8.8,0.46,0.35,0.15,
